created_at;text_clean;author_id;hashtags;mentions;emojis;urls;public_metrics;tweet_id;conversation_id;referenced_tweets;entities;day;time;text_raw
2021-12-01 18:32:29+00:00;Pfui! In der LMU. WeißeRose;2936935558;['#Wei'];['@LMUUniklinikum', '@murphyramone', '@querdenkenwatch', '@FlugschuleE', '@gtorges', '@schwurbelwatch', '@LMUMuenchen'];;;{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0};1466112984116305927;1466074204667883524;[<ReferencedTweet id=1466076282484047874 type=replied_to];{'mentions': [{'start': 0, 'end': 16, 'username': 'LMU_Uniklinikum', 'id': '20666336'}, {'start': 17, 'end': 30, 'username': 'murphyramone', 'id': '289806942'}, {'start': 31, 'end': 47, 'username': 'querdenkenwatch', 'id': '1303783097637449728'}, {'start': 48, 'end': 60, 'username': 'FlugschuleE', 'id': '1276612080012050432'}, {'start': 61, 'end': 69, 'username': 'gtorges', 'id': '82828746'}, {'start': 70, 'end': 85, 'username': 'schwurbelwatch', 'id': '1255946430298161161'}, {'start': 86, 'end': 99, 'username': 'LMU_Muenchen', 'id': '91982547'}], 'hashtags': [{'start': 118, 'end': 128, 'tag': 'WeißeRose'}]};2021-12-01;18:32:29;@LMU_Uniklinikum @murphyramone @querdenkenwatch @FlugschuleE @gtorges @schwurbelwatch @LMU_Muenchen Pfui! In der LMU. #WeißeRose
2021-12-01 17:46:46+00:00;- war nicht Sophie Scholl auch an der LMU... und ließ ihr Leben für so eine Aktion - hat wohl Tradition bei denen an Geschwister-Scholl-Platz;1495918417;;['@UhlAndreas2', '@reitschuster'];;['https://t.co/EuZN2YXh8v'];{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0};1466101481522745356;1466022037223321611;[<ReferencedTweet id=1466043273403850753 type=replied_to];{'mentions': [{'start': 0, 'end': 12, 'username': 'UhlAndreas2', 'id': '1155916301828800512'}, {'start': 13, 'end': 26, 'username': 'reitschuster', 'id': '36713389'}], 'urls': [{'start': 27, 'end': 50, 'url': 'https://t.co/EuZN2YXh8v', 'expanded_url': 'https://www.lmu-klinikum.de/aktuelles/newsmeldungen/lmu-reagiert-unmittelbar-auf-video/0415d9c5569a464a', 'display_url': 'lmu-klinikum.de/aktuelles/news…'}]};2021-12-01;17:46:46;@UhlAndreas2 @reitschuster https://t.co/EuZN2YXh8v - war nicht Sophie Scholl auch an der LMU... und ließ ihr Leben für so eine Aktion - hat wohl Tradition bei denen an Geschwister-Scholl-Platz
2021-12-01 21:35:23+00:00;Hat ja nicht besonders lange gedauert bis die arme Sophie Scholl wiedermal herhalten musste. Ich erwarte irgendwann während der nächsten Stunden die Heiligsprechung für Samii. Wenn man das nur mit einer Kündigung erreicht will ich auch. Kündigung;2299200829;['#K'];;;['https://t.co/jr5L18VGN4'];{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0};1466159013192777730;1466159013192777730;[<ReferencedTweet id=1466157257134120966 type=quoted];{'hashtags': [{'start': 237, 'end': 247, 'tag': 'Kündigung'}], 'urls': [{'start': 248, 'end': 271, 'url': 'https://t.co/jr5L18VGN4', 'expanded_url': 'https://twitter.com/JEbriach/status/1466157257134120966', 'display_url': 'twitter.com/JEbriach/statu…'}]};2021-12-01;21:35:23;Hat ja nicht besonders lange gedauert bis die arme Sophie Scholl wiedermal herhalten musste. Ich erwarte irgendwann während der nächsten Stunden die Heiligsprechung für Samii. Wenn man das nur mit einer Kündigung erreicht will ich auch. #Kündigung https://t.co/jr5L18VGN4
2021-12-01 22:00:53+00:00;Nicht auf den Gegenschlag eingehen, gell? Lieber weiterschwurbeln. Hast eigentlich schon deinen Sophie Scholl Moment gehabt? Ihr Scheiss-Holocaust-Verharmloser kotzt mich dermassen an.;61778274;;['@PeterNater', '@PrettyDamnSwiss', '@FreeZone76', '@ChRoordink', '@alexbaur', '@realjoycekueng'];;;{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0};1466165432835002373;1466063169072386048;[<ReferencedTweet id=1466161662977888256 type=replied_to];{'mentions': [{'start': 0, 'end': 12, 'username': 'Peter_Nater', 'id': '720809947'}, {'start': 13, 'end': 29, 'username': 'PrettyDamnSwiss', 'id': '2339625116'}, {'start': 30, 'end': 41, 'username': 'FreeZone76', 'id': '16294179'}, {'start': 42, 'end': 53, 'username': 'ChRoordink', 'id': '934184713'}, {'start': 54, 'end': 64, 'username': 'alex_baur', 'id': '379285165'}, {'start': 65, 'end': 80, 'username': 'realjoycekueng', 'id': '39729029'}]};2021-12-01;22:00:53;"@Peter_Nater @PrettyDamnSwiss @FreeZone76 @ChRoordink @alex_baur @realjoycekueng Nicht auf den Gegenschlag eingehen, gell? Lieber weiterschwurbeln. Hast eigentlich schon deinen Sophie Scholl Moment gehabt?

Ihr Scheiss-Holocaust-Verharmloser kotzt mich dermassen an."
2021-12-01 22:06:00+00:00;Jaja, ihr seid alle Sophie Scholl… Meine Fresse…wie konnte es nir soweit kommen?;2232506167;;['@BTC2Moon', '@haintzmarkus'];;['https://t.co/aXZ7Zo0thL'];{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0};1466166720092069896;1465873460324974599;[<ReferencedTweet id=1466122521762099200 type=replied_to];{'mentions': [{'start': 0, 'end': 9, 'username': 'BTC2Moon', 'id': '930825902124093440'}, {'start': 10, 'end': 24, 'username': 'haintz_markus', 'id': '1422936798066577411'}], 'urls': [{'start': 106, 'end': 129, 'url': 'https://t.co/aXZ7Zo0thL', 'expanded_url': 'https://twitter.com/HackworthCG/status/1466166720092069896/photo/1', 'display_url': 'pic.twitter.com/aXZ7Zo0thL'}]};2021-12-01;22:06:00;"@BTC2Moon @haintz_markus Jaja, ihr seid alle Sophie Scholl…
Meine Fresse…wie konnte es nir soweit kommen? https://t.co/aXZ7Zo0thL"
2021-12-01 21:28:24+00:00;SoliMitSamii war nicht Sophie Scholl auch an der LMU... und ließ ihr Leben für so eine Aktion - hat wohl Tradition bei denen an Geschwister-Scholl-Platz;1495918417;['#SoliMitSamii'];;;;{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 1};1466157257134120966;1466157257134120966;[<ReferencedTweet id=1466157257134120966 type=quoted];{'hashtags': [{'start': 0, 'end': 13, 'tag': 'SoliMitSamii'}]};2021-12-01;21:28:24;#SoliMitSamii war nicht Sophie Scholl auch an der LMU... und ließ ihr Leben für so eine Aktion - hat wohl Tradition bei denen an Geschwister-Scholl-Platz
2021-12-01 22:43:23+00:00;Meine fresse es gibt doch nichts peinlicheres als 2 ü50 Almans die sich für Sophie Scholl sein Vater halten, weil sie sich nicht impfen lassen aber nebenbei kein Problem damit haben nen Fascho wie Höcke zu wählen;1066842895091683328;;['@makobln', '@KarlHeinzLenz2'];;;{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0};1466176126536110083;1466114955581833224;[<ReferencedTweet id=1466122063488368645 type=replied_to];{'mentions': [{'start': 0, 'end': 9, 'username': 'mako_bln', 'id': '1179739752037310464'}, {'start': 10, 'end': 25, 'username': 'KarlHeinzLenz2', 'id': '1422556286974152711'}]};2021-12-01;22:43:23;@mako_bln @KarlHeinzLenz2 Meine fresse es gibt doch nichts peinlicheres als 2 ü50 Almans die sich für Sophie Scholl sein Vater halten, weil sie sich nicht impfen lassen aber nebenbei kein Problem damit haben nen Fascho wie Höcke zu wählen
2021-12-01 22:51:24+00:00;liceo linguistico sophie scholl;1309627188967333889;;;;['https://t.co/eFlR0lA653'];{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0};1466178143497207809;1466178143497207809;[<ReferencedTweet id=1466054467678261252 type=retweeted];{'urls': [{'start': 32, 'end': 55, 'url': 'https://t.co/eFlR0lA653', 'expanded_url': 'https://twitter.com/troppod1fficile/status/1466178143497207809/video/1', 'display_url': 'pic.twitter.com/eFlR0lA653'}]};2021-12-01;22:51:24;liceo linguistico sophie scholl https://t.co/eFlR0lA653
2021-12-01 23:11:32+00:00;Ja, wahnsinnig tapfer. Stuss labern und wissentlich unerlaubt in der Pathologie filmen... Fehlt noch der Sophie Scholl Vergleich von euch Eimern, dann haben wir ja alles zusammen, was von euch zu erwarten war.;3683293997;;['@Bjoerk14', '@reitschuster'];['😂🤦🏽\u200d♀️'];;{'retweet_count': 0, 'reply_count': 6, 'like_count': 18, 'quote_count': 1};1466183209146851329;1466125450887974921;[<ReferencedTweet id=1466127546827821060 type=replied_to];{'mentions': [{'start': 0, 'end': 9, 'username': 'Bjoerk14', 'id': '1249632374188638209'}, {'start': 10, 'end': 23, 'username': 'reitschuster', 'id': '36713389'}]};2021-12-01;23:11:32;"@Bjoerk14 @reitschuster Ja, wahnsinnig tapfer. 😂🤦🏽‍♀️
Stuss labern und wissentlich 
 unerlaubt in der Pathologie filmen... 

Fehlt noch der Sophie Scholl Vergleich von euch Eimern, dann haben wir ja alles zusammen, was von euch zu erwarten war."
2021-12-01 21:27:55+00:00;Ach, sind wir wieder bei „Impfgegner sind wie Sophie Scholl“? Glückwunsch! Herausragendes Geschichtsverständnis.;283258698;;['@MartinLahmer'];;;{'retweet_count': 1, 'reply_count': 1, 'like_count': 132, 'quote_count': 0};1466157135432196098;1466154122030235651;[<ReferencedTweet id=1466154122030235651 type=replied_to];{'mentions': [{'start': 0, 'end': 13, 'username': 'MartinLahmer', 'id': '1241706912254738432'}]};2021-12-01;21:27:55;@MartinLahmer Ach, sind wir wieder bei „Impfgegner sind wie Sophie Scholl“? Glückwunsch! Herausragendes Geschichtsverständnis.
2021-12-01 21:26:43+00:00;war nicht Sophie Scholl auch an der LMU... und ließ ihr Leben für so eine ähnliche Aktion - hat wohl Tradition bei denen an Geschwister-Scholl-Platz;1495918417;;['@LViehler'];;;{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0};1466156834406993921;1466108815275962371;[<ReferencedTweet id=1466108815275962371 type=replied_to];{'mentions': [{'start': 0, 'end': 9, 'username': 'LViehler', 'id': '1377609668051222533'}]};2021-12-01;21:26:43;@LViehler war nicht Sophie Scholl auch an der LMU... und ließ ihr Leben für so eine ähnliche Aktion - hat wohl Tradition bei denen an Geschwister-Scholl-Platz
2021-12-01 20:36:46+00:00;Die LMU hat aufgrund ihrer Geschichte eine besondere Verantwortung im Umgang mit anderen Meinungen. Sophie u. Hans Scholl wurden in der Uni festgenommen u. von Rektor Prof. Wüst der Gestapo übergeben. Später hat man ein Institut nach ihnen benannt und ihnen ein Denkmal errichtet.;754981056294621184;;['@LMUMuenchen'];;;{'retweet_count': 3, 'reply_count': 1, 'like_count': 16, 'quote_count': 0};1466144263142584325;1466078896172982288;[<ReferencedTweet id=1466078896172982288 type=replied_to];{'mentions': [{'start': 0, 'end': 13, 'username': 'LMU_Muenchen', 'id': '91982547'}]};2021-12-01;20:36:46;@LMU_Muenchen Die LMU hat aufgrund ihrer Geschichte eine besondere Verantwortung im Umgang mit anderen Meinungen. Sophie u. Hans Scholl wurden in der Uni festgenommen u. von Rektor Prof. Wüst der Gestapo übergeben. Später hat man ein Institut nach ihnen benannt und ihnen ein Denkmal errichtet.
2021-12-01 20:44:25+00:00;Langsam läuft IchbinSophieScholl etwas aus dem Ruder, oder?;2197671192;['#IchbinSophieScholl'];;;['https://t.co/TjhFXWYKa7'];{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0};1466146186440716290;1466146186440716290;[<ReferencedTweet id=1466054467678261252 type=quoted];{'hashtags': [{'start': 14, 'end': 33, 'tag': 'IchbinSophieScholl'}], 'urls': [{'start': 61, 'end': 84, 'url': 'https://t.co/TjhFXWYKa7', 'expanded_url': 'https://twitter.com/CJahnz/status/1466054467678261252', 'display_url': 'twitter.com/CJahnz/status/…'}]};2021-12-01;20:44:25;Langsam läuft #IchbinSophieScholl etwas aus dem Ruder, oder? https://t.co/TjhFXWYKa7
2021-12-01 20:52:56+00:00;Erste Vergleiche mit Sophie Scholl kamen ja schon. Was für ein Sumpf und absolut passende Reaktion der Klinik.;1446712201;;['@Chemguy20'];;;{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0};1466148331109892103;1466124469261508611;[<ReferencedTweet id=1466124469261508611 type=replied_to];{'mentions': [{'start': 0, 'end': 11, 'username': 'Chemguy2_0', 'id': '1330838543703437313'}]};2021-12-01;20:52:56;@Chemguy2_0 Erste Vergleiche mit Sophie Scholl kamen ja schon. Was für ein Sumpf und absolut passende Reaktion der Klinik.
2021-12-01 21:00:43+00:00;Und sie bringen den Vergleich mit Sophie Scholl, die hingerichtet wurde. Sie sollten sich einmal selber reflektieren.;110282132;;['@UrsulaHoffmann1'];;;{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0};1466150290604929035;1466093875345469449;[<ReferencedTweet id=1466148250147340291 type=replied_to];{'mentions': [{'start': 0, 'end': 16, 'username': 'UrsulaHoffmann1', 'id': '981088387'}]};2021-12-01;21:00:43;@UrsulaHoffmann1 Und sie bringen den Vergleich mit Sophie Scholl, die hingerichtet wurde. Sie sollten sich einmal selber reflektieren.
2021-12-01 21:09:33+00:00;dass antifaschisten mit faschisten marschieren darf in der Tat und per definitionem nicht sein. was daran verschwörung sein soll, k.A. Schön droppen sie das woke, typisch Wewo. wo ja Résistance oder weisse Rose oder Anne Frank als woke verbrähmt. Sie habn sich schnell integriert;1300306163725197313;;['@KurtPelda', '@HaemmerliT', '@janjirat'];;;{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0};1466152510939443205;1465991781460451328;[<ReferencedTweet id=1466150758378844165 type=replied_to];{'mentions': [{'start': 0, 'end': 10, 'username': 'KurtPelda', 'id': '291152644'}, {'start': 11, 'end': 22, 'username': 'HaemmerliT', 'id': '414206808'}, {'start': 23, 'end': 33, 'username': 'jan_jirat', 'id': '302015654'}]};2021-12-01;21:09:33;@KurtPelda @HaemmerliT @jan_jirat dass antifaschisten mit faschisten marschieren darf in der Tat und per definitionem nicht sein. was daran verschwörung sein soll, k.A. Schön droppen sie das woke, typisch Wewo. wo ja Résistance oder weisse Rose oder Anne Frank als woke verbrähmt. Sie habn sich schnell integriert
2021-12-01 17:44:47+00:00;na das hat ja Tradition, Sophie Scholl war ja auch an der LMU - und die ließ keine 5km von da ihr Leben, wegen so einem Scheiß ...;1495918417;;['@reitschuster'];;['https://t.co/EuZN2YXh8v'];{'retweet_count': 0, 'reply_count': 0, 'like_count': 6, 'quote_count': 0};1466100983189196801;1466022037223321611;[<ReferencedTweet id=1466022037223321611 type=replied_to];{'mentions': [{'start': 0, 'end': 13, 'username': 'reitschuster', 'id': '36713389'}], 'urls': [{'start': 146, 'end': 169, 'url': 'https://t.co/EuZN2YXh8v', 'expanded_url': 'https://www.lmu-klinikum.de/aktuelles/newsmeldungen/lmu-reagiert-unmittelbar-auf-video/0415d9c5569a464a', 'display_url': 'lmu-klinikum.de/aktuelles/news…'}]};2021-12-01;17:44:47;@reitschuster na das hat ja Tradition, Sophie Scholl war ja auch an der LMU - und die ließ keine 5km von da ihr Leben, wegen so einem Scheiß ...  https://t.co/EuZN2YXh8v
2021-12-01 12:45:45+00:00;"Neu in der DÖW-Bibliothek: die von Ilse Schneider herausgegebenen Erinnerungen von Josef Landgraf, 2018 verst. Gründer einer Widerstandsgruppe von Jugendlichen gegen den NS: ""Die weiße Rose von Wien. Geboren 1924 - Erinnerungen eines Widerstandskämpfers"".";2929445901;;;;['https://t.co/d66gKJteE4', 'https://t.co/iW1PfJrqzr'];{'retweet_count': 1, 'reply_count': 0, 'like_count': 13, 'quote_count': 1};1466025726449270784;1466025726449270784;[<ReferencedTweet id=1466005566740996104 type=retweeted];{'urls': [{'start': 257, 'end': 280, 'url': 'https://t.co/d66gKJteE4', 'expanded_url': 'https://www.lexliszt12.at/index.php/buecher/sachbuecher/die-wei%C3%9Fe-rose-von-wien-geboren-1924-detail', 'display_url': 'lexliszt12.at/index.php/buec…', 'status': 200, 'title': 'Sachbücher: Die weiße Rose von Wien. Geboren 1924', 'description': 'Die weiße Rose von Wien. Geboren 1924 Sachbücher', 'unwound_url': 'https://www.lexliszt12.at/index.php/buecher/sachbuecher/die-wei%C3%9Fe-rose-von-wien-geboren-1924-detail'}, {'start': 281, 'end': 304, 'url': 'https://t.co/iW1PfJrqzr', 'expanded_url': 'https://twitter.com/doew_at/status/1466025726449270784/photo/1', 'display_url': 'pic.twitter.com/iW1PfJrqzr'}, {'start': 281, 'end': 304, 'url': 'https://t.co/iW1PfJrqzr', 'expanded_url': 'https://twitter.com/doew_at/status/1466025726449270784/photo/1', 'display_url': 'pic.twitter.com/iW1PfJrqzr'}]};2021-12-01;12:45:45;"Neu in der DÖW-Bibliothek: die von Ilse Schneider herausgegebenen Erinnerungen von Josef Landgraf, 2018 verst. Gründer einer Widerstandsgruppe von Jugendlichen gegen den NS: ""Die weiße Rose von Wien. Geboren 1924 - Erinnerungen eines Widerstandskämpfers"". 
https://t.co/d66gKJteE4 https://t.co/iW1PfJrqzr"
